year,tweets,users,tweets:user,original tweets:user,retweets:user,unedited retweets:user,edited retweets:user,genuine @replies:user,URLs:user,users:tweets,original tweets,genuine @replies,retweets,unedited retweets,edited retweets,URLs,% original tweets,% genuine @replies,% retweets,% unedited retweets,% edited retweets,% URLs,number of current users from least active 90% (< 3 tweets),% of current users from least active 90% (< 3 tweets),number of tweets from least active 90% (< 3 tweets),% of tweets from least active 90% (< 3 tweets),number of current users from > 90% group (> 2 tweets; 1047 of 8128 users),% of current users from > 90% group (> 2 tweets; 1047 of 8128 users),tweets from > 90% group (> 2 tweets; 1047 of 8128 users),% of tweets from > 90% group (> 2 tweets; 1047 of 8128 users),number of current users from > 99% group (> 13 tweets; 94 of 8128 users),% of current users from > 99% group (> 13 tweets; 94 of 8128 users),tweets from > 99% group (> 13 tweets; 94 of 8128 users),% of tweets from > 99% group (> 13 tweets; 94 of 8128 users)
2013,15679,8128,1.92901,0.422244,0.828002,0,0.828002,0.678765,0.698081,0.5184,3432,5517,6730,,6730,5674,0.218892,0.351872,0.429237,0,0.429237,0.361885,6987,0.859621,8021,0.511576,1047,0.128814,5179,0.330314,94,0.011565,2479,0.15811


percentile,tweets,tweets:total tweets,original tweets,original tweets:tweets,@replies,@replies:tweets,genuine @replies,genuine @replies:tweets,retweets,retweets:tweets,unedited retweets,unedited retweets:tweets,edited retweets,edited retweets:tweets,URLs,URLs:tweets
users > 0% (>= 0 tweets; 6988 of 8128 users),8021,0.511576,2052,0.255828,5969,0.744172,2232,0.27827,3737,0.465902,,0,3737,0.465902,3839,0.478619
users > 90% (>= 3 tweets; 1047 of 8128 users),5179,0.330314,1129,0.217996,4050,0.782004,1908,0.368411,2142,0.413593,,0,2142,0.413593,1437,0.277467
users > 99% (>= 14 tweets; 94 of 8128 users),2479,0.15811,251,0.101251,2228,0.898749,1377,0.555466,851,0.343284,,0,851,0.343284,398,0.160549
all 8128 users,15679,1,3432,0.218892,12247,0.781108,5517,0.351872,6730,0.429237,,0,6730,0.429237,5674,0.361885


user,percentile,tweets,original tweets,% original tweets,@replies,% @replies,genuine @replies,% genuine @replies,retweets,% retweets,unedited retweets,% unedited retweets,edited retweets,% edited retweets,URLs,% URLs,@replies received,@replies received:sent tweets,genuine @replies received,% genuine @replies received,genuine @replies received:sent tweets,retweets received,% retweets received,retweets received:sent tweets,unedited retweets received,% unedited retweets received,unedited retweets received:sent tweets,edited retweets received,% edited retweets received,edited retweets received:sent tweets
 Fatima Mustapha,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
LeighTurnerFCO,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Gundem35,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Merve SARAÇOĞLU,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Jean-Louis TRCT,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 çArşı,> 90%,9,0,0,9,1,7,0.777778,2,0.222222,,0,2,0.222222,1,0.111111,0,0,0,,0,,,0,,,0,0,,0
 Hameed Pooya,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 yeliz,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 MUZ4FFER ÖZEL,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 Eureka,> 99%,62,0,0,62,1,62,1,,0,,0,0,0,6,0.0967742,0,0,0,,0,,,0,,,0,0,,0
AliMAMAK2,none,0,0,,,,0,,,,,,0,,,,15,,15,1,,0,0,,0,0,,0,0,
 Kübra Yıldırım,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Hülya Aslantas,> 90%,4,0,0,4,1,3,0.75,1,0.25,,0,1,0.25,4,1,0,0,0,,0,,,0,,,0,0,,0
 Nikola Mirkovic,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,1,0.5,0,0,0,,0,,,0,,,0,0,,0
 sibel güllüçayır,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 ElderOfZiyon,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Joe Parkinson,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Andrew Hammond,> 90%,4,1,0.25,3,0.75,3,0.75,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ahmet ihsan tekarı,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ONDER,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Sergey Timofeev,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,3,1,0,0,0,,0,,,0,,,0,0,,0
 Mutluay,> 90%,4,4,1,,0,0,0,,0,,0,0,0,4,1,0,0,0,,0,,,0,,,0,0,,0
  ∞ Elif Hakyemez  ∞,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Kagan Batir,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
hasanozturke,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Ali Osman ARSLAN,> 90%,7,0,0,7,1,0,0,7,1,,0,7,1,,0,0,0,0,,0,,,0,,,0,0,,0
 mesut özcan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
TheIPT,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Grilling-Spree,> 90%,7,0,0,7,1,7,1,,0,,0,0,0,4,0.571429,0,0,0,,0,,,0,,,0,0,,0
 Tülay Yılmaz,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
aykan_erdemir,none,0,0,,,,0,,,,,,0,,,,6,,6,1,,0,0,,0,0,,0,0,
MFS001,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Lise_Mat,> 90%,6,0,0,6,1,0,0,6,1,,0,6,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Ingeniería Civil,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
latifmughaseeb,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 OccupyGezi FairfaxVA,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Yas W,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
AJELive,none,0,0,,,,0,,,,,,0,,,,2,,1,0.5,,1,0.5,,0,0,,1,0.5,
 handan akdaş,> 90%,4,0,0,4,1,4,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Brown Moses,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
fenerbahce,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
GAntep__27,none,0,0,,,,0,,,,,,0,,,,12,,0,0,,12,1,,0,0,,12,1,
 türbanlı ikoncan,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
AbdulkerimArgi,none,0,0,,,,0,,,,,,0,,,,8,,0,0,,8,1,,0,0,,8,1,
DusunceAtolye,none,0,0,,,,0,,,,,,0,,,,5,,0,0,,5,1,,0,0,,5,1,
 Simon Diyorki,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 AK Gençlik Afyon,> 90%,4,0,0,4,1,4,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 AK Parti TT BAKANI,> 0%,2,1,0.5,1,0.5,0,0,1,0.5,,0,1,0.5,,0,0,0,0,,0,,,0,,,0,0,,0
 Turhan Can,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 yaseminDilekGökoğlan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Ayşegüllll,> 90%,4,0,0,4,1,0,0,4,1,,0,4,1,,0,0,0,0,,0,,,0,,,0,0,,0
 necip okumuş,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 محمد بن أحمد التميمي,> 0%,2,1,0.5,1,0.5,0,0,1,0.5,,0,1,0.5,1,0.5,0,0,0,,0,,,0,,,0,0,,0
ebru_erdogan,none,0,0,,,,0,,,,,,0,,,,140,,117,0.835714,,23,0.164286,,0,0,,23,0.164286,
 UZMAN TERCUME,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mehmet Sinan ERDOĞ4N,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Mizah Gücü,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
ClassicPixs,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
ItzZyfer,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
TomBeckMusic,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Gorkem YOLLI,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Andrej Bojic,> 90%,7,0,0,7,1,1,0.142857,6,0.857143,,0,6,0.857143,6,0.857143,0,0,0,,0,,,0,,,0,0,,0
zeynep35oncl,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 ÜsamEmine ,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 AHMET ŞAHİN,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 murat yıldız,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Ahsan Aziz,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Mustafa Aydemir,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
Alphaville18,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 ramazanmuhacir,> 0%,2,0,0,2,1,1,0.5,1,0.5,,0,1,0.5,2,1,0,0,0,,0,,,0,,,0,0,,0
 Gecinizz,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
durusizmir,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
avucic,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 TCizmirli #MKATC,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Kars Haber,> 90%,3,3,1,,0,0,0,,0,,0,0,0,3,1,0,0,0,,0,,,0,,,0,0,,0
eezgiuygunn,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 nahit sunav,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
Plaid_Abe,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
tahaun,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 Pilar Fdez. C.,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Mark Whalan,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Sarah Bond,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Elma Şekeri,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Esen Küçük,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
MTT_News,none,0,0,,,,0,,,,,,0,,,,5,,0,0,,5,1,,0,0,,5,1,
 Mustafa Karadurak,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 deniz karagül,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 ? V D¡55¡d3nT Z ¿,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
vbozkir,none,0,0,,,,0,,,,,,0,,,,3,,1,0.333333,,2,0.666667,,0,0,,2,0.666667,
NihatDogan_ND,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 Sefa Peker,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
parodyrektor,none,0,0,,,,0,,,,,,0,,,,5,,0,0,,5,1,,0,0,,5,1,
 HABER KITA,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
yavuzzgunay,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
A3Noticias,none,0,0,,,,0,,,,,,0,,,,12,,0,0,,12,1,,0,0,,12,1,
ThaqiBerat,none,0,0,,,,0,,,,,,0,,,,6,,6,1,,0,0,,0,0,,0,0,
  Liben,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Z.Kaya#AK,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
MetinSe7ydi002,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 gönül tozkoparan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Ahlaksizadam,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 fredocorleone,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Balkannews,> 90%,5,5,1,,0,0,0,,0,,0,0,0,5,1,0,0,0,,0,,,0,,,0,0,,0
 Burak Dincer,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Hiciv,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
rokerr,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
AlJazeera,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 4/C'liKadroya_Hasret,> 90%,5,0,0,5,1,5,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Aconymous,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Nikopol,> 90%,11,0,0,11,1,11,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Referans Haber,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Karadeniz,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
yurday63,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 Nassos Stylianou,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 B92 in English,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 naci morkoç#ak37,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Damien Thorn,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
veyseleroglu,none,0,0,,,,0,,,,,,0,,,,16,,16,1,,0,0,,0,0,,0,0,
 Dila G,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Metin FİDANOĞLU,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 hejare tori,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 TDC Siga Siga,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Indian First,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
htc_gzel,none,0,0,,,,0,,,,,,0,,,,14,,12,0.857143,,2,0.142857,,0,0,,2,0.142857,
 MUSTAFAKEMALATATURK,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Abubakar Umer,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
 emrullah ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Funda Fidan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
MevlanaAtasehir,none,0,0,,,,0,,,,,,0,,,,5,,0,0,,5,1,,0,0,,5,1,
 henri kisinger,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 SCHALKELI AYKUT,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 sinan yıldız,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
Sinan_G,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 mustafadüzgün,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Mhmt Gndgdu,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 KİT ÇALIŞANI,> 99%,18,0,0,18,1,0,0,18,1,,0,18,1,4,0.222222,0,0,0,,0,,,0,,,0,0,,0
 Kafka Tamura,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 TC.Burhan ★ ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 çapul bazal ganglion,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
Vahit_Kiler,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
  Hatice Köşlüoğlu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 hakan çelik,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Hilal Uslu,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 burdayım zira bıktım,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Yusuf Blt,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Muhalif Palyaço ★ ‏,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,1,0.333333,0,0,0,,0,,,0,,,0,0,,0
memetsim,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
 metin abacı,> 99%,21,0,0,21,1,21,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Jim Roberts,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 sibel ç.,> 90%,5,0,0,5,1,0,0,5,1,,0,5,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Mata Negra,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Josune Murgoitio,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Nagihan Saka,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 yunus akar,> 0%,2,0,0,2,1,0,0,2,1,,0,2,1,,0,0,0,0,,0,,,0,,,0,0,,0
 إمين,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Murat Gülkazar,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 jale parilti,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,,0,0,0,0,,0,,,0,,,0,0,,0
 meyra sal,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
TheRedHack,none,0,0,,,,0,,,,,,0,,,,3,,1,0.333333,,2,0.666667,,0,0,,2,0.666667,
 Murat ŞAHAN,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
AgrilarKitabi,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
 twitdoktoru™,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Güler Günay Baraç,> 90%,3,0,0,3,1,3,1,,0,,0,0,0,1,0.333333,0,0,0,,0,,,0,,,0,0,,0
 Limsor Info,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Fişne Suyu,> 0%,2,0,0,2,1,2,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 TC_Di$ikanarya,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 MÜCAHİD MECEK,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Mustafa GÜRER,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Selahattin Aydınlı,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Terörle mücadele,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 AYKUT SIMSAR,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
sevketzaim,none,0,0,,,,0,,,,,,0,,,,2,,2,1,,0,0,,0,0,,0,0,
islamarslan,none,0,0,,,,0,,,,,,0,,,,3,,2,0.666667,,1,0.333333,,0,0,,1,0.333333,
mediacrooks,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
 orhan,> 90%,3,0,0,3,1,0,0,3,1,,0,3,1,,0,0,0,0,,0,,,0,,,0,0,,0
 HBR Politika,> 0%,2,2,1,,0,0,0,,0,,0,0,0,2,1,0,0,0,,0,,,0,,,0,0,,0
IlhanBurali,none,0,0,,,,0,,,,,,0,,,,1,,1,1,,0,0,,0,0,,0,0,
donnemigranti,none,0,0,,,,0,,,,,,0,,,,2,,0,0,,2,1,,0,0,,2,1,
 Halil Aktarla,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 ümran,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 fahrettin uçer,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Celil İnce#AK,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Turkey News,> 90%,5,5,1,,0,0,0,,0,,0,0,0,5,1,0,0,0,,0,,,0,,,0,0,,0
tuapseli,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
 |̊ ̲̳Λ̲̳̊/̲̳|̊ HAKAN,> 90%,4,0,0,4,1,4,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Seyyah ...,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 demir pelin,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 ismail nahar,> 90%,4,0,0,4,1,2,0.5,2,0.5,,0,2,0.5,,0,0,0,0,,0,,,0,,,0,0,,0
 Barış SUİÇMEZ,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 ARZU,> 0%,1,1,1,,0,0,0,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
HaraldDoornbos,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
 YanKomşunun Çocuu,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Forbes,> 0%,1,1,1,,0,0,0,,0,,0,0,0,1,1,0,0,0,,0,,,0,,,0,0,,0
 Uygar Bahceci,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 emrekurt,> 0%,2,1,0.5,1,0.5,0,0,1,0.5,,0,1,0.5,2,1,0,0,0,,0,,,0,,,0,0,,0
 mücahit,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
Zulal_erdogan,none,0,0,,,,0,,,,,,0,,,,3,,3,1,,0,0,,0,0,,0,0,
 Arief Refiković ASR,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 Aleksis-Iskender,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,,0,0,0,0,,0,,,0,,,0,0,,0
 kaan,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 Roya Boroumand,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
 Mahmut Can Yoleri,> 0%,1,0,0,1,1,1,1,,0,,0,0,0,,0,0,0,0,,0,,,0,,,0,0,,0
 MURAT DORUK,> 0%,1,0,0,1,1,0,0,1,1,,0,1,1,1,1,0,0,0,,0,,,0,,,0,0,,0
FerdiStam,none,0,0,,,,0,,,,,,0,,,,1,,0,0,,1,1,,0,0,,1,1,
